-0.005	0
0.005	0
0.015	0
0.025	0
0.035	0
0.045	0
0.055	0
0.065	0
0.075	0
0.085	0
0.095	0
0.105	0
0.115	0.0117647
0.125	0.0107527
0.135	0.0909091
0.145	0.0357143
0.155	0.0631579
0.165	0.0941176
0.175	0.0689655
0.185	0.0444444
0.195	0.0810811
0.205	0.0784314
0.215	0.0947368
0.225	0.076087
0.235	0.0673077
0.245	0.0930233
0.255	0.0625
0.265	0.0909091
0.275	0.0930233
0.285	0.0821918
0.295	0.0365854
0.305	0.0740741
0.315	0.1
0.325	0.153846
0.335	0.131868
0.345	0.0375
0.355	0.123596
0.365	0.0625
0.375	0.0769231
0.385	0.0693069
0.395	0.122222
0.405	0.076087
0.415	0.216867
0.425	0.076087
0.435	0.108696
0.445	0.0833333
0.455	0.113924
0.465	0.0989011
0.475	0.123457
0.485	0.0795455
0.495	0.0595238
0.505	0.100917
0.515	0.108434
0.525	0.12987
0.535	0.0673077
0.545	0.0869565
0.555	0.0888889
0.565	0.135417
0.575	0.0921053
0.585	0.126761
0.595	0.121212
0.605	0.119565
0.615	0.0967742
0.625	0.182927
0.635	0.0769231
0.645	0.111111
0.655	0.0882353
0.665	0.0566038
0.675	0.1
0.685	0.13
0.695	0.091954
0.705	0.0769231
0.715	0.0625
0.725	0.0714286
0.735	0.0886076
0.745	0.121951
0.755	0.0779221
0.765	0.105263
0.775	0.131868
0.785	0.154639
0.795	0.103448
0.805	0.0888889
0.815	0.102041
0.825	0.0714286
0.835	0.115385
0.845	0.06
0.855	0.116071
0.865	0.146341
0.875	0.0898876
0.885	0.0857143
0.895	0.076087
0.905	0.107143
0.915	0.102273
0.925	0.0821918
0.935	0.103896
0.945	0.0636364
0.955	0.0588235
0.965	0.183099
0.975	0.111111
0.985	0.0697674
0.995	0.117647
1.005	0.0869565
1.015	0.148515
1.025	0.134146
1.035	0.0952381
1.045	0.155556
1.055	0.103093
1.065	0.117021
1.075	0.133333
1.085	0.0729167
1.095	0.119565
1.105	0.144578
1.115	0.147368
1.125	0.0674157
1.135	0.111111
1.145	0.130435
1.155	0.105882
1.165	0.145833
1.175	0.11828
1.185	0.111111
1.195	0.0967742
1.205	0.0898876
1.215	0.179775
1.225	0.0810811
1.235	0.0963855
1.245	0.0769231
1.255	0.113402
1.265	0.0705882
1.275	0.121622
1.285	0.0747664
1.295	0.0625
1.305	0.121951
1.315	0.0786517
1.325	0.104651
1.335	0.12766
1.345	0.125
1.355	0.0909091
1.365	0.131868
1.375	0.0769231
1.385	0.0588235
1.395	0.0795455
1.405	0.08
1.415	0.08
1.425	0.146341
1.435	0.0957447
1.445	0.136364
1.455	0.0550459
1.465	0.107843
1.475	0.123711
1.485	0.103093
1.495	0.113402
1.505	0.102273
1.515	0.0891089
1.525	0.104167
1.535	0.103896
1.545	0.16092
1.555	0.146341
1.565	0.139241
1.575	0.0891089
1.585	0.113402
1.595	0.0891089
1.605	0.135417
1.615	0.0843373
1.625	0.1875
1.635	0.1
1.645	0.133333
1.655	0.136364
1.665	0.142857
1.675	0.171875
1.685	0.219178
1.695	0.109756
1.705	0.181818
1.715	0.138462
1.725	0.15873
1.735	0.191489
1.745	0.242424
1.755	0.448276
1.765	0.285714
1.775	0.111111
1.785	0.16
1.795	0.307692
1.805	0
1.815	0.166667
1.825	0
1.835	0.0625
1.845	0
1.855	0
1.865	0.0769231
1.875	0
1.885	0
1.895	0
1.905	0
1.915	0
1.925	0
1.935	0
1.945	0
1.955	0
1.965	0
1.975	0
1.985	0
