
xxx
yyy
1218
0.041306	0.0561483
5.86602	5.79361
0.107029	0.133804
0.287879	0.41639
0.0930985	0.127174
55.305	76.0967
0.0463467	0.0418644
0.216098	0.186359
0.0351339	0.0458117
0.0423638	0.0403602
0.0458031	0.0639991
0.0439764	0.0389075
7.74329	7.68291
0.0459196	0.0581105
5.92231	5.83556
0.0434525	0.0376372
5.84847	5.8897
0.0324274	0.0445481
6.66238	5.85346
5.87683	5.76736
0.0235993	0.0653984
0.122567	0.131787
42.6859	51.2325
0.126974	0.138947
0.0848002	0.092743
1.25081	1.24858
0.0222628	0.136174
6.08192	5.77023
0.815579	0.7864
0.026975	0.0494799
39.1562	42.2983
5.91066	5.89926
0.299403	0.280001
5.85744	5.89543
5.85512	5.89575
0.0924175	0.134724
0.0151003	0.0529601
0.054752	0.0463542
6.03452	5.73998
0.036828	0.0621578
6.32555	5.53469
0.0549447	0.0416641
0.050834	0.0520345
0.0370743	0.042769
0.375171	0.447546
0.191875	0.164038
0.0479719	0.0331028
0.112287	0.159546
0.156075	0.157611
0.0147096	0.0248268
0.243982	0.230278
0.0406199	0.0398051
2.33598	2.34525
0.0255345	0.0257667
0.0415386	0.0515704
0.0203812	0.0196826
0.0414097	0.0809869
5.94519	5.80121
0.147334	0.148343
5.97768	5.82984
0.835311	0.993926
0.0407305	0.0338977
5.91385	5.77396
0.378397	0.408227
6.43606	6.42199
6.21729	6.34408
6.0172	5.76056
6.56995	6.31184
0.907777	1.07402
0.04811	0.0141405
0.051116	0.0238289
0.264745	0.275375
6.00473	5.74149
0.0489419	0.0354193
0.0602294	0.045936
0.077934	0.0520881
6.51221	6.34239
0.0330779	0.0177775
0.0312975	0.0388947
0.153332	0.194121
0.0319792	0.0551149
6.12044	5.7994
0.0499086	0.0705626
0.0369175	0.0601862
5.97944	5.98052
0.0519815	0.0639615
0.059374	0.0737332
0.0543838	0.0604608
5.87727	5.73189
0.129405	0.160019
5.95576	5.80543
0.0185729	0.0280315
0.0433135	0.0658565
5.48562	6.10271
0.344195	0.360308
0.0484945	-0.0104234
0.0895234	0.0878387
6.46578	6.2159
5.26519	6.54538
42.0563	45.8802
6.00166	5.7349
6.09163	5.7527
5.99083	6.87129
13.7595	12.6908
0.0237186	0.037939
0.101924	0.0772859
56.3866	64.3296
22.8668	20.4607
2.46809	2.42699
0.129949	0.112801
0.205635	0.21139
0.0169852	0.0555302
5.89698	5.73769
49.6963	50.1564
5.92924	5.73402
0.0271319	0.0376252
5.97292	5.9439
0.577114	0.680358
0.177441	0.179971
0.128788	0.114662
0.107816	0.115361
0.0712434	0.062772
5.87717	5.91317
0.0429227	0.0678441
0.290287	0.357399
0.0418114	0.0457736
0.145749	0.115794
0.0317493	-0.0162281
0.0549793	0.036199
6.43391	6.49055
6.09873	5.6879
0.0361644	0.0356561
3.93109	4.01728
0.774105	0.841182
0.372024	0.444222
6.01475	5.7737
5.7443	5.87248
0.0359336	0.0613459
60.5246	75.3714
5.89841	5.80815
5.8765	5.73047
5.29904	6.59184
0.0176885	-0.0151596
5.96639	5.87118
0.0613484	0.0859944
0.0123428	0.0426878
0.0251994	0.0350923
0.184618	0.210527
0.0530037	0.0564183
0.0402265	0.0246982
54.9736	64.1716
6.38271	6.30912
5.8931	5.87556
0.0653333	0.0702652
0.0439231	0.0380319
6.16606	5.71881
5.75083	6.04331
0.09012	0.0802181
0.06493	0.0455932
0.223447	0.231351
0.0163157	0.0280827
25.774	27.9374
0.0734682	0.0719972
0.0401791	0.0298471
0.164055	0.169072
0.0438201	0.039996
16.9464	18.1553
5.93883	5.78437
0.04013	0.0423504
0.0220834	0.0190849
0.0363534	0.0586242
0.273147	0.295474
0.273396	0.25958
0.400089	0.297972
0.159644	0.106947
0.0433354	0.0419362
0.069594	0.0540236
0.599633	0.597111
0.0243463	-0.0124867
0.0534106	0.0710188
0.0762848	0.0632927
0.0259892	-0.00270165
0.0432962	0.0480239
5.9509	5.74754
0.136443	0.166753
0.0629167	0.080524
0.564284	0.619259
0.203988	0.204417
0.33452	0.330885
0.0386858	0.0412756
0.27879	0.301607
6.08666	5.76956
0.00538893	0.00234831
0.0509742	0.0552258
1.87609	1.88765
0.103843	0.110302
0.042324	0.0637285
47.5949	48.2286
0.424657	0.41443
0.0540484	0.0702596
0.0433324	0.0179785
0.431232	0.399911
0.115227	0.123538
0.0529484	0.0596033
0.107489	0.103382
0.0740222	0.0740548
0.0403925	0.0444064
6.41109	6.54336
0.0181832	0.026779
0.422329	0.462187
22.6443	24.4117
0.00926818	0.0067333
0.0312809	0.0424539
0.0572074	0.0556169
0.0335591	0.0579176
5.93902	5.83402
0.429789	0.510408
0.0760788	0.087084
0.162704	0.176447
0.191862	0.213256
0.0699807	0.0650154
0.131856	0.125517
0.0715659	0.0663319
0.104224	0.0690209
0.0154968	0.0394615
0.0667381	0.0757303
0.318988	0.308371
0.32583	0.234802
0.0960074	0.0886746
0.139589	0.11804
0.0524906	0.0616594
0.157067	0.150367
5.94184	5.87314
0.560387	0.576185
6.34202	6.30863
0.0396296	0.0470163
0.0224134	0.0268072
0.0974812	0.109568
5.8097	5.89495
6.06399	5.69904
0.0468009	0.0503974
0.0397953	0.0411661
5.93868	5.78357
6.1147	5.73731
5.94862	5.74642
5.85438	5.79637
0.0585833	0.0670752
0.169918	0.134465
0.193244	0.213796
6.61831	6.2085
5.89194	5.86343
0.029028	0.0090971
0.0351427	0.0331801
0.0561175	0.048175
5.99415	5.72237
6.04842	5.67196
0.0576195	0.0495208
0.0367778	0.0497645
0.0291683	0.0496245
0.057503	0.0397031
0.064759	0.0767585
0.978354	0.862416
54.4951	59.452
6.39665	6.22
5.9946	5.84322
0.171982	0.173712
0.280804	0.27983
1.68394	1.54226
5.94299	5.77008
0.0329719	0.0363848
0.0448846	0.0418428
0.0513245	0.0537263
6.51689	6.28965
5.88734	5.85763
5.84972	5.85666
6.46408	6.34536
0.0242283	0.032208
0.0309304	0.0441996
0.044429	-0.0135354
0.270465	0.265203
0.259525	0.2475
58.1682	66.2782
0.04402	0.0441967
0.0684043	0.067672
0.191974	0.181518
5.77538	5.89074
1.04956	1.07764
6.3531	6.3924
5.9721	5.49485
0.0689439	0.073287
5.91315	5.83338
30.9076	35.1678
0.0657111	0.0843675
50.2065	59.5175
6.0228	5.84525
0.0508371	0.0573434
6.0004	5.84982
48.6736	54.7787
0.0111601	0.0266649
0.331864	0.356319
0.0707542	0.07219
6.45129	6.29032
0.128692	0.134841
0.470663	0.399432
6.07778	5.94268
6.12758	5.92891
0.103912	0.0936647
6.05351	5.87733
6.37827	6.26233
6.45921	6.36043
0.065192	0.0635252
6.38981	6.40631
5.9017	5.80331
5.89226	5.87122
5.96573	5.89087
5.9668	5.81557
0.0119945	0.0135364
5.96542	5.74306
0.382713	0.379365
0.0602919	0.061442
5.98183	5.80056
0.204121	0.203165
0.0323374	0.0386105
0.119906	0.128918
5.92545	5.79095
5.91916	5.73463
6.37193	6.30873
6.06471	5.81193
5.73735	5.65568
0.0289312	0.0314541
0.0600782	0.0557738
5.93592	5.74041
0.0409265	0.0540629
0.0668188	0.058206
0.0525336	0.0302312
6.52871	6.40127
0.115311	0.102933
0.0326281	0.0443307
0.0449691	0.0276135
0.011621	-0.0251785
6.18906	5.76167
0.0874218	0.0632964
0.128121	0.164166
0.362266	0.342656
0.0678713	0.0736576
0.019105	0.0368427
0.0018927	0.0117005
0.0870712	0.0963309
5.94891	5.82858
0.183789	0.170169
0.169926	0.191256
0.0481525	0.0559097
0.0360247	0.0520704
6.3912	6.25689
0.0257874	0.0319112
